Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle,Temperature,Precipitation,Weather_Condition,Hour,Month,DayOfWeek,DayOfYear,IsWeekend,IsRushHour,IsMorningRush,IsEveningRush,Season,IsExtremeTemp,TempCategory,HasPrecipitation,HeavyPrecipitation,IsMajorStation,AvgDelay_7days,DelayCount_7days,DelayCategory,IsSignificantDelay,Station_encoded,Code_encoded,Bound_encoded,Line_encoded,Weather_Condition_encoded,Season_encoded,TempCategory_encoded,DelayCategory_encoded
2023-01-28,14:00:00,Saturday,QUEEN,EUNT,2,3,E,BD,5107,22.1,4.6,Rain,14,1,5,28,1,0,0,0,Winter,0,Warm,1,0,0,1.2857142857142858,7.0,Minor,0,5,0,0,0,2,2,2,1
2023-01-31,07:00:00,Tuesday,QUEEN,MUSAN,2,3,N,BD,5513,20.4,0.0,Cloudy,7,1,1,31,0,1,1,0,Winter,0,Warm,0,0,0,1.4285714285714286,7.0,Minor,0,5,2,1,0,1,2,2,1
2023-02-02,03:00:00,Thursday,QUEEN,MUSAN,11,16,W,SRT,5756,21.6,0.0,Cloudy,3,2,3,33,0,0,0,0,Winter,0,Warm,0,0,0,2.857142857142857,7.0,Severe,1,5,2,3,2,1,2,2,3
2023-02-04,09:00:00,Saturday,QUEEN,MURS,1,1,N,YU,5853,24.7,0.4,Cloudy,9,2,5,35,1,1,1,0,Winter,0,Warm,1,0,0,2.857142857142857,7.0,Minor,0,5,1,1,3,1,2,2,1
2023-02-09,08:00:00,Thursday,QUEEN,MURS,2,3,E,BD,5242,20.2,0.0,Cloudy,8,2,3,40,0,1,1,0,Winter,0,Warm,0,0,0,3.0,7.0,Minor,0,5,1,0,0,1,2,2,1
2023-02-15,07:00:00,Wednesday,QUEEN,PUSC,5,8,W,BD,5337,25.7,0.0,Rain,7,2,2,46,0,1,1,0,Winter,0,Warm,0,0,0,3.5714285714285716,7.0,Moderate,0,5,3,3,0,2,2,2,2
2023-02-17,15:00:00,Friday,QUEEN,PUSC,2,4,E,BD,5093,20.6,0.6,Clear,15,2,4,48,0,0,0,0,Winter,0,Warm,1,0,0,3.5714285714285716,7.0,Minor,0,5,3,0,0,0,2,2,1
2023-02-20,19:00:00,Monday,QUEEN,TUSC,4,7,W,YU,5714,13.7,0.9,Cloudy,19,2,0,51,0,1,0,1,Winter,0,Mild,1,0,0,3.857142857142857,7.0,Moderate,0,5,4,3,3,1,2,1,2
2023-02-22,12:00:00,Wednesday,QUEEN,PUSC,1,2,S,YU,5316,26.5,0.5,Clear,12,2,2,53,0,0,0,0,Winter,0,Warm,1,0,0,3.7142857142857144,7.0,Minor,0,5,3,2,3,0,2,2,1
2023-02-23,19:00:00,Thursday,QUEEN,MUSAN,4,7,W,SHP,5476,21.8,0.0,Clear,19,2,3,54,0,1,0,1,Winter,0,Warm,0,0,0,2.7142857142857144,7.0,Moderate,0,5,2,3,1,0,2,2,2
2023-02-26,09:00:00,Sunday,QUEEN,MURS,4,7,S,SHP,5196,20.4,0.0,Cloudy,9,2,6,57,1,1,1,0,Winter,0,Warm,0,0,0,3.142857142857143,7.0,Moderate,0,5,1,2,1,1,2,2,2
2023-02-27,07:00:00,Monday,QUEEN,PUSC,1,1,N,SRT,5508,13.9,1.0,Rain,7,2,0,58,0,1,1,0,Winter,0,Mild,1,0,0,3.0,7.0,Minor,0,5,3,1,2,2,2,1,1
2023-02-27,09:00:00,Monday,QUEEN,TUSC,2,4,W,SRT,5680,13.9,1.0,Rain,9,2,0,58,0,1,1,0,Winter,0,Mild,1,0,0,2.5714285714285716,7.0,Minor,0,5,4,3,2,2,2,1,1
2023-03-03,17:00:00,Friday,QUEEN,PUSC,9,13,S,SHP,5948,21.9,0.0,Cloudy,17,3,4,62,0,1,0,1,Spring,0,Warm,0,0,0,3.5714285714285716,7.0,Major,1,5,3,2,1,1,0,2,0
2023-03-08,07:00:00,Wednesday,QUEEN,TUSC,3,5,W,BD,5081,21.2,0.0,Rain,7,3,2,67,0,1,1,0,Spring,0,Warm,0,0,0,3.4285714285714284,7.0,Moderate,0,5,4,3,0,2,0,2,2
2023-03-08,22:00:00,Wednesday,QUEEN,MUSAN,1,1,N,SRT,5581,21.2,0.0,Rain,22,3,2,67,0,0,0,0,Spring,0,Warm,0,0,0,3.4285714285714284,7.0,Minor,0,5,2,1,2,2,0,2,1
2023-03-14,01:00:00,Tuesday,QUEEN,MUSAN,7,10,W,SHP,5011,21.4,0.8,Clear,1,3,1,73,0,0,0,0,Spring,0,Warm,1,0,0,3.857142857142857,7.0,Major,1,5,2,3,1,0,0,2,0
2023-03-15,18:00:00,Wednesday,QUEEN,PUSC,1,1,N,SRT,5576,20.3,0.0,Cloudy,18,3,2,74,0,1,0,1,Spring,0,Warm,0,0,0,3.4285714285714284,7.0,Minor,0,5,3,1,2,1,0,2,1
2023-03-19,07:00:00,Sunday,QUEEN,PUSC,3,5,S,SRT,5986,27.2,0.0,Clear,7,3,6,78,1,1,1,0,Spring,0,Warm,0,0,0,3.7142857142857144,7.0,Moderate,0,5,3,2,2,0,0,2,2
2023-03-20,14:00:00,Monday,QUEEN,MURS,1,1,W,SRT,5104,11.9,1.9,Clear,14,3,0,79,0,0,0,0,Spring,0,Mild,1,0,0,3.5714285714285716,7.0,Minor,0,5,1,3,2,0,0,1,1
2023-03-21,19:00:00,Tuesday,QUEEN,EUNT,7,11,S,SRT,5770,26.7,1.6,Rain,19,3,1,80,0,1,0,1,Spring,0,Warm,1,0,0,3.2857142857142856,7.0,Major,1,5,0,2,2,2,0,2,0
2023-03-26,21:00:00,Sunday,QUEEN,MURS,1,1,E,SHP,5191,19.1,0.7,Rain,21,3,6,85,1,0,0,0,Spring,0,Mild,1,0,0,3.0,7.0,Minor,0,5,1,0,1,2,0,1,1
2023-03-29,07:00:00,Wednesday,QUEEN,TUSC,3,5,W,BD,5612,20.1,2.1,Clear,7,3,2,88,0,1,1,0,Spring,0,Warm,1,0,0,3.2857142857142856,7.0,Moderate,0,5,4,3,0,0,0,2,2
2023-04-01,17:00:00,Saturday,QUEEN,EUNT,1,2,S,SHP,5670,36.4,0.5,Clear,17,4,5,91,1,1,0,1,Spring,1,Warm,1,0,0,2.4285714285714284,7.0,Minor,0,5,0,2,1,0,0,2,1
2023-04-07,23:00:00,Friday,QUEEN,MUSAN,8,12,E,SHP,5043,24.5,0.7,Clear,23,4,4,97,0,0,0,0,Spring,0,Warm,1,0,0,3.4285714285714284,7.0,Major,1,5,2,0,1,0,0,2,0
2023-04-22,16:00:00,Saturday,QUEEN,PUSC,7,11,S,SHP,5004,28.4,0.0,Clear,16,4,5,112,1,0,0,0,Spring,0,Warm,0,0,0,4.0,7.0,Major,1,5,3,2,1,0,0,2,0
2023-04-24,22:00:00,Monday,QUEEN,MURS,3,5,S,BD,5868,13.2,0.5,Clear,22,4,0,114,0,0,0,0,Spring,0,Mild,1,0,0,4.285714285714286,7.0,Moderate,0,5,1,2,0,0,0,1,2
2023-04-25,14:00:00,Tuesday,QUEEN,MUSAN,2,4,N,YU,5955,15.7,1.4,Rain,14,4,1,115,0,0,0,0,Spring,0,Mild,1,0,0,3.5714285714285716,7.0,Minor,0,5,2,1,3,2,0,1,1
2023-04-27,17:00:00,Thursday,QUEEN,EUNT,4,6,S,YU,5119,25.5,0.0,Clear,17,4,3,117,0,1,0,1,Spring,0,Warm,0,0,0,4.0,7.0,Moderate,0,5,0,2,3,0,0,2,2
2023-04-28,17:00:00,Friday,QUEEN,TUSC,1,1,W,SRT,5698,29.6,0.0,Clear,17,4,4,118,0,1,0,1,Spring,0,Warm,0,0,0,3.7142857142857144,7.0,Minor,0,5,4,3,2,0,0,2,1
2023-04-30,07:00:00,Sunday,QUEEN,MUSAN,1,2,N,SHP,5001,28.6,2.7,Clear,7,4,6,120,1,1,1,0,Spring,0,Warm,1,0,0,3.7142857142857144,7.0,Minor,0,5,2,1,1,0,0,2,1
2023-05-01,07:00:00,Monday,QUEEN,TUSC,5,7,E,SRT,5902,29.9,0.2,Rain,7,5,0,121,0,1,1,0,Spring,0,Warm,1,0,0,3.2857142857142856,7.0,Moderate,0,5,4,0,2,2,0,2,2
2023-05-03,18:00:00,Wednesday,QUEEN,MURS,1,2,S,SHP,5027,26.4,0.0,Rain,18,5,2,123,0,1,0,1,Spring,0,Warm,0,0,0,2.4285714285714284,7.0,Minor,0,5,1,2,1,2,0,2,1
2023-05-05,18:00:00,Friday,QUEEN,TUSC,1,2,W,SRT,5924,20.2,0.0,Cloudy,18,5,4,125,0,1,0,1,Spring,0,Warm,0,0,0,2.142857142857143,7.0,Minor,0,5,4,3,2,1,0,2,1
2023-05-07,08:00:00,Sunday,QUEEN,MUSAN,3,5,E,YU,5205,29.1,0.5,Cloudy,8,5,6,127,1,1,1,0,Spring,0,Warm,1,0,0,2.2857142857142856,7.0,Moderate,0,5,2,0,3,1,0,2,2
2023-05-12,19:00:00,Friday,QUEEN,MURS,9,14,E,BD,5183,18.3,1.6,Cloudy,19,5,4,132,0,1,0,1,Spring,0,Mild,1,0,0,3.0,7.0,Major,1,5,1,0,0,1,0,1,0
2023-05-14,06:00:00,Sunday,QUEEN,PUSC,3,4,W,SHP,5751,26.6,0.0,Rain,6,5,6,134,1,0,0,0,Spring,0,Warm,0,0,0,3.2857142857142856,7.0,Moderate,0,5,3,3,1,2,0,2,2
2023-05-21,05:00:00,Sunday,QUEEN,MURS,16,24,W,SRT,5652,20.3,0.0,Rain,5,5,6,141,1,0,0,0,Spring,0,Warm,0,0,0,5.428571428571429,7.0,Severe,1,5,1,3,2,2,0,2,3
2023-05-24,09:00:00,Wednesday,QUEEN,EUNT,1,2,W,SRT,5968,17.0,7.1,Clear,9,5,2,144,0,1,1,0,Spring,0,Mild,1,1,0,4.857142857142857,7.0,Minor,0,5,0,3,2,0,0,1,1
2023-05-25,14:00:00,Thursday,QUEEN,EUNT,5,7,S,SRT,5048,24.9,0.0,Clear,14,5,3,145,0,0,0,0,Spring,0,Warm,0,0,0,5.428571428571429,7.0,Moderate,0,5,0,2,2,0,0,2,2
2023-05-26,20:00:00,Friday,QUEEN,EUNT,2,4,N,YU,5382,30.2,0.0,Cloudy,20,5,4,146,0,0,0,0,Spring,1,Warm,0,0,0,5.571428571428571,7.0,Minor,0,5,0,1,3,1,0,2,1
2023-05-31,07:00:00,Wednesday,QUEEN,PUSC,7,10,N,SRT,5269,19.8,3.1,Clear,7,5,2,151,0,1,1,0,Spring,0,Mild,1,0,0,6.142857142857143,7.0,Major,1,5,3,1,2,0,0,1,0
2023-05-31,19:00:00,Wednesday,QUEEN,MUSAN,3,4,E,SRT,5760,19.8,3.1,Clear,19,5,2,151,0,1,0,1,Spring,0,Mild,1,0,0,5.285714285714286,7.0,Moderate,0,5,2,0,2,0,0,1,2
2023-06-12,07:00:00,Monday,QUEEN,PUSC,1,2,W,YU,5253,18.0,2.8,Cloudy,7,6,0,163,0,1,1,0,Summer,0,Mild,1,0,0,5.0,7.0,Minor,0,5,3,3,3,1,1,1,1
2023-06-15,23:00:00,Thursday,QUEEN,TUSC,3,4,W,SHP,5195,22.2,1.6,Clear,23,6,3,166,0,0,0,0,Summer,0,Warm,1,0,0,3.142857142857143,7.0,Moderate,0,5,4,3,1,0,1,2,2
2023-06-17,09:00:00,Saturday,QUEEN,EUNT,2,3,E,SHP,5572,14.9,0.0,Clear,9,6,5,168,1,1,1,0,Summer,0,Mild,0,0,0,3.2857142857142856,7.0,Minor,0,5,0,0,1,0,1,1,1
2023-06-20,03:00:00,Tuesday,QUEEN,TUSC,5,8,W,SHP,5636,20.9,0.0,Clear,3,6,1,171,0,0,0,0,Summer,0,Warm,0,0,0,3.2857142857142856,7.0,Moderate,0,5,4,3,1,0,1,2,2
2023-06-28,01:00:00,Wednesday,QUEEN,PUSC,1,1,S,YU,5251,17.4,2.4,Clear,1,6,2,179,0,0,0,0,Summer,0,Mild,1,0,0,3.142857142857143,7.0,Minor,0,5,3,2,3,0,1,1,1
2023-07-05,09:00:00,Wednesday,QUEEN,TUSC,10,15,E,SRT,5882,7.2,0.0,Cloudy,9,7,2,186,0,1,1,0,Summer,0,Cool,0,0,0,3.5714285714285716,7.0,Major,1,5,4,0,2,1,1,0,0
2023-07-07,04:00:00,Friday,QUEEN,MUSAN,4,6,W,SHP,5760,23.5,0.0,Clear,4,7,4,188,0,0,0,0,Summer,0,Warm,0,0,0,3.7142857142857144,7.0,Moderate,0,5,2,3,1,0,1,2,2
2023-07-09,12:00:00,Sunday,QUEEN,EUNT,2,3,S,SRT,5172,12.5,4.2,Clear,12,7,6,190,1,0,0,0,Summer,0,Mild,1,0,0,3.857142857142857,7.0,Minor,0,5,0,2,2,0,1,1,1
2023-07-10,22:00:00,Monday,QUEEN,TUSC,1,1,E,BD,5768,6.5,0.8,Snow,22,7,0,191,0,0,0,0,Summer,0,Cool,1,0,0,3.5714285714285716,7.0,Minor,0,5,4,0,0,3,1,0,1
2023-07-11,08:00:00,Tuesday,QUEEN,MURS,5,8,S,SRT,5223,12.7,0.0,Cloudy,8,7,1,192,0,1,1,0,Summer,0,Mild,0,0,0,4.0,7.0,Moderate,0,5,1,2,2,1,1,1,2
2023-07-11,12:00:00,Tuesday,QUEEN,MURS,4,6,W,BD,5072,12.7,0.0,Cloudy,12,7,1,192,0,0,0,0,Summer,0,Mild,0,0,0,3.857142857142857,7.0,Moderate,0,5,1,3,0,1,1,1,2
2023-07-13,03:00:00,Thursday,QUEEN,TUSC,1,2,W,BD,5159,0.2,0.0,Clear,3,7,3,194,0,0,0,0,Summer,0,Cool,0,0,0,3.857142857142857,7.0,Minor,0,5,4,3,0,0,1,0,1
2023-07-13,23:00:00,Thursday,QUEEN,MURS,2,3,S,SRT,5000,0.2,0.0,Clear,23,7,3,194,0,0,0,0,Summer,0,Cool,0,0,0,2.7142857142857144,7.0,Minor,0,5,1,2,2,0,1,0,1
2023-07-16,03:00:00,Sunday,QUEEN,EUNT,6,9,E,SHP,5900,7.6,0.4,Rain,3,7,6,197,1,0,0,0,Summer,0,Cool,1,0,0,3.0,7.0,Major,1,5,0,0,1,2,1,0,0
2023-07-20,06:00:00,Thursday,QUEEN,PUSC,5,8,E,YU,5711,7.1,2.8,Clear,6,7,3,201,0,0,0,0,Summer,0,Cool,1,0,0,3.4285714285714284,7.0,Moderate,0,5,3,0,3,0,1,0,2
2023-07-26,13:00:00,Wednesday,QUEEN,MURS,2,3,W,SHP,5260,8.9,0.5,Cloudy,13,7,2,207,0,0,0,0,Summer,0,Cool,1,0,0,3.5714285714285716,7.0,Minor,0,5,1,3,1,1,1,0,1
2023-07-28,00:00:00,Friday,QUEEN,PUSC,6,9,N,BD,5272,9.9,2.1,Clear,0,7,4,209,0,0,0,0,Summer,0,Cool,1,0,0,3.7142857142857144,7.0,Major,1,5,3,1,0,0,1,0,0
2023-01-02,19:00:00,Monday,ROSEDALE,PUSC,1,2,S,BD,5988,19.5,4.3,Snow,19,1,0,2,0,1,0,1,Winter,0,Mild,1,0,0,1.0,1.0,Minor,0,6,3,2,0,3,2,1,1
2023-01-08,09:00:00,Sunday,ROSEDALE,TUSC,3,4,S,BD,5114,8.8,10.5,Cloudy,9,1,6,8,1,1,1,0,Winter,0,Cool,1,1,0,2.0,2.0,Moderate,0,6,4,2,0,1,2,0,2
2023-01-09,17:00:00,Monday,ROSEDALE,MURS,1,2,N,SRT,5634,17.9,5.8,Clear,17,1,0,9,0,1,0,1,Winter,0,Mild,1,1,0,1.6666666666666667,3.0,Minor,0,6,1,1,2,0,2,1,1
2023-01-12,08:00:00,Thursday,ROSEDALE,EUNT,3,4,N,SHP,5919,8.7,6.0,Cloudy,8,1,3,12,0,1,1,0,Winter,0,Cool,1,1,0,2.0,4.0,Moderate,0,6,0,1,1,1,2,0,2
2023-01-14,09:00:00,Saturday,ROSEDALE,EUNT,2,3,E,SHP,5224,13.4,0.0,Rain,9,1,5,14,1,1,1,0,Winter,0,Mild,0,0,0,2.0,5.0,Minor,0,6,0,0,1,2,2,1,1
2023-01-14,12:00:00,Saturday,ROSEDALE,EUNT,9,13,N,YU,5564,13.4,0.0,Rain,12,1,5,14,1,0,0,0,Winter,0,Mild,0,0,0,3.1666666666666665,6.0,Major,1,6,0,1,3,2,2,1,0
2023-01-14,13:00:00,Saturday,ROSEDALE,PUSC,8,13,S,SRT,5782,13.4,0.0,Rain,13,1,5,14,1,0,0,0,Winter,0,Mild,0,0,0,3.857142857142857,7.0,Major,1,6,3,2,2,2,2,1,0
2023-01-20,12:00:00,Friday,ROSEDALE,MURS,5,7,W,SRT,5250,25.9,5.4,Rain,12,1,4,20,0,0,0,0,Winter,0,Warm,1,1,0,4.428571428571429,7.0,Moderate,0,6,1,3,2,2,2,2,2
2023-01-21,23:00:00,Saturday,ROSEDALE,TUSC,5,8,W,SHP,5107,18.0,1.1,Clear,23,1,5,21,1,0,0,0,Winter,0,Mild,1,0,0,4.714285714285714,7.0,Moderate,0,6,4,3,1,0,2,1,2
2023-01-27,12:00:00,Friday,ROSEDALE,MURS,2,3,N,BD,5715,23.1,1.6,Clear,12,1,4,27,0,0,0,0,Winter,0,Warm,1,0,0,4.857142857142857,7.0,Minor,0,6,1,1,0,0,2,2,1
2023-01-28,16:00:00,Saturday,ROSEDALE,TUSC,6,9,N,BD,5993,22.1,4.6,Rain,16,1,5,28,1,0,0,0,Winter,0,Warm,1,0,0,5.285714285714286,7.0,Major,1,6,4,1,0,2,2,2,0
2023-01-29,05:00:00,Sunday,ROSEDALE,EUNT,1,2,W,SRT,5521,17.2,2.5,Cloudy,5,1,6,29,1,0,0,0,Winter,0,Mild,1,0,0,5.142857142857143,7.0,Minor,0,6,0,3,2,1,2,1,1
2023-02-03,09:00:00,Friday,ROSEDALE,PUSC,4,6,W,BD,5427,23.1,13.5,Cloudy,9,2,4,34,0,1,1,0,Winter,0,Warm,1,1,0,4.428571428571429,7.0,Moderate,0,6,3,3,0,1,2,2,2
2023-02-05,07:00:00,Sunday,ROSEDALE,PUSC,5,7,S,SRT,5713,27.5,0.0,Clear,7,2,6,36,1,1,1,0,Winter,0,Warm,0,0,0,4.0,7.0,Moderate,0,6,3,2,2,0,2,2,2
2023-02-08,15:00:00,Wednesday,ROSEDALE,PUSC,1,2,E,BD,5181,17.3,2.2,Rain,15,2,2,39,0,0,0,0,Winter,0,Mild,1,0,0,3.4285714285714284,7.0,Minor,0,6,3,0,0,2,2,1,1
2023-02-08,23:00:00,Wednesday,ROSEDALE,TUSC,4,6,E,SRT,5942,17.3,2.2,Rain,23,2,2,39,0,0,0,0,Winter,0,Mild,1,0,0,3.2857142857142856,7.0,Moderate,0,6,4,0,2,2,2,1,2
2023-02-16,10:00:00,Thursday,ROSEDALE,PUSC,1,1,S,SRT,5931,22.2,0.0,Rain,10,2,3,47,0,0,0,0,Winter,0,Warm,0,0,0,3.142857142857143,7.0,Minor,0,6,3,2,2,2,2,2,1
2023-02-18,08:00:00,Saturday,ROSEDALE,EUNT,1,2,W,YU,5053,23.5,0.2,Clear,8,2,5,49,1,1,1,0,Winter,0,Warm,1,0,0,2.4285714285714284,7.0,Minor,0,6,0,3,3,0,2,2,1
2023-02-20,09:00:00,Monday,ROSEDALE,EUNT,6,9,W,YU,5927,13.7,0.9,Cloudy,9,2,0,51,0,1,1,0,Winter,0,Mild,1,0,0,3.142857142857143,7.0,Major,1,6,0,3,3,1,2,1,0
2023-02-22,18:00:00,Wednesday,ROSEDALE,TUSC,3,5,W,YU,5686,26.5,0.5,Clear,18,2,2,53,0,1,0,1,Winter,0,Warm,1,0,0,3.0,7.0,Moderate,0,6,4,3,3,0,2,2,2
2023-02-26,17:00:00,Sunday,ROSEDALE,TUSC,2,4,E,SRT,5675,20.4,0.0,Cloudy,17,2,6,57,1,1,0,1,Winter,0,Warm,0,0,0,2.5714285714285716,7.0,Minor,0,6,4,0,2,1,2,2,1
2023-02-27,18:00:00,Monday,ROSEDALE,TUSC,1,1,N,SRT,5938,13.9,1.0,Rain,18,2,0,58,0,1,0,1,Winter,0,Mild,1,0,0,2.5714285714285716,7.0,Minor,0,6,4,1,2,2,2,1,1
2023-02-28,06:00:00,Tuesday,ROSEDALE,PUSC,3,4,E,SRT,5670,25.6,2.5,Clear,6,2,1,59,0,0,0,0,Winter,0,Warm,1,0,0,2.4285714285714284,7.0,Moderate,0,6,3,0,2,0,2,2,2
2023-03-01,07:00:00,Wednesday,ROSEDALE,MUSAN,1,2,S,SRT,5120,22.1,0.1,Rain,7,3,2,60,0,1,1,0,Spring,0,Warm,1,0,0,2.4285714285714284,7.0,Minor,0,6,2,2,2,2,0,2,1
2023-03-10,09:00:00,Friday,ROSEDALE,EUNT,1,1,N,YU,5377,25.8,0.1,Clear,9,3,4,69,0,1,1,0,Spring,0,Warm,1,0,0,2.4285714285714284,7.0,Minor,0,6,0,1,3,0,0,2,1
2023-03-11,19:00:00,Saturday,ROSEDALE,MUSAN,5,7,E,SRT,5236,28.7,0.1,Cloudy,19,3,5,70,1,1,0,1,Spring,0,Warm,1,0,0,2.2857142857142856,7.0,Moderate,0,6,2,0,2,1,0,2,2
2023-03-23,19:00:00,Thursday,ROSEDALE,TUSC,1,1,N,SHP,5953,24.5,0.0,Cloudy,19,3,3,82,0,1,0,1,Spring,0,Warm,0,0,0,2.0,7.0,Minor,0,6,4,1,1,1,0,2,1
2023-03-26,07:00:00,Sunday,ROSEDALE,MUSAN,6,9,W,BD,5221,19.1,0.7,Rain,7,3,6,85,1,1,1,0,Spring,0,Mild,1,0,0,2.5714285714285716,7.0,Major,1,6,2,3,0,2,0,1,0
2023-03-28,17:00:00,Tuesday,ROSEDALE,TUSC,1,1,W,SRT,5786,26.7,0.0,Clear,17,3,1,87,0,1,0,1,Spring,0,Warm,0,0,0,2.5714285714285716,7.0,Minor,0,6,4,3,2,0,0,2,1
2023-03-29,00:00:00,Wednesday,ROSEDALE,MURS,1,2,W,YU,5504,20.1,2.1,Clear,0,3,2,88,0,0,0,0,Spring,0,Warm,1,0,0,2.2857142857142856,7.0,Minor,0,6,1,3,3,0,0,2,1
2023-03-30,22:00:00,Thursday,ROSEDALE,TUSC,2,4,S,SRT,5773,30.9,0.0,Clear,22,3,3,89,0,0,0,0,Spring,1,Warm,0,0,0,2.4285714285714284,7.0,Minor,0,6,4,2,2,0,0,2,1
2023-04-08,08:00:00,Saturday,ROSEDALE,TUSC,3,4,W,SRT,5835,27.8,0.2,Snow,8,4,5,98,1,1,1,0,Spring,0,Warm,1,0,0,2.7142857142857144,7.0,Moderate,0,6,4,3,2,3,0,2,2
2023-04-10,09:00:00,Monday,ROSEDALE,MURS,1,1,S,SRT,5386,28.4,0.0,Clear,9,4,0,100,0,1,1,0,Spring,0,Warm,0,0,0,2.142857142857143,7.0,Minor,0,6,1,2,2,0,0,2,1
2023-04-14,05:00:00,Friday,ROSEDALE,PUSC,1,2,N,SHP,5199,25.7,0.2,Cloudy,5,4,4,104,0,0,0,0,Spring,0,Warm,1,0,0,2.142857142857143,7.0,Minor,0,6,3,1,1,1,0,2,1
2023-04-15,23:00:00,Saturday,ROSEDALE,MURS,2,3,E,SRT,5624,27.5,0.0,Cloudy,23,4,5,105,1,0,0,0,Spring,0,Warm,0,0,0,1.5714285714285714,7.0,Minor,0,6,1,0,2,1,0,2,1
2023-04-20,19:00:00,Thursday,ROSEDALE,TUSC,5,8,N,SRT,5506,24.4,0.0,Clear,19,4,3,110,0,1,0,1,Spring,0,Warm,0,0,0,2.142857142857143,7.0,Moderate,0,6,4,1,2,0,0,2,2
2023-05-04,09:00:00,Thursday,ROSEDALE,PUSC,3,4,W,SRT,5246,24.2,0.0,Cloudy,9,5,3,124,0,1,1,0,Spring,0,Warm,0,0,0,2.4285714285714284,7.0,Moderate,0,6,3,3,2,1,0,2,2
2023-05-08,00:00:00,Monday,ROSEDALE,MUSAN,1,2,S,YU,5088,17.1,0.0,Clear,0,5,0,128,0,0,0,0,Spring,0,Mild,0,0,0,2.2857142857142856,7.0,Minor,0,6,2,2,3,0,0,1,1
2023-05-08,02:00:00,Monday,ROSEDALE,PUSC,1,1,W,SRT,5393,17.1,0.0,Clear,2,5,0,128,0,0,0,0,Spring,0,Mild,0,0,0,2.0,7.0,Minor,0,6,3,3,2,0,0,1,1
2023-05-08,09:00:00,Monday,ROSEDALE,EUNT,1,2,E,SHP,5906,17.1,0.0,Clear,9,5,0,128,0,1,1,0,Spring,0,Mild,0,0,0,2.0,7.0,Minor,0,6,0,0,1,0,0,1,1
2023-05-12,07:00:00,Friday,ROSEDALE,TUSC,4,7,E,SRT,5985,18.3,1.6,Cloudy,7,5,4,132,0,1,1,0,Spring,0,Mild,1,0,0,2.4285714285714284,7.0,Moderate,0,6,4,0,2,1,0,1,2
2023-05-13,19:00:00,Saturday,ROSEDALE,EUNT,1,1,S,BD,5520,22.8,0.0,Snow,19,5,5,133,1,1,0,1,Spring,0,Warm,0,0,0,2.2857142857142856,7.0,Minor,0,6,0,2,0,3,0,2,1
2023-05-14,10:00:00,Sunday,ROSEDALE,MURS,5,8,N,SRT,5553,26.6,0.0,Rain,10,5,6,134,1,0,0,0,Spring,0,Warm,0,0,0,2.2857142857142856,7.0,Moderate,0,6,1,1,2,2,0,2,2
2023-05-15,17:00:00,Monday,ROSEDALE,EUNT,1,2,S,SHP,5864,18.3,1.6,Clear,17,5,0,135,0,1,0,1,Spring,0,Mild,1,0,0,2.0,7.0,Minor,0,6,0,2,1,0,0,1,1
2023-05-19,17:00:00,Friday,ROSEDALE,MURS,1,1,W,SRT,5346,21.4,3.2,Rain,17,5,4,139,0,1,0,1,Spring,0,Warm,1,0,0,2.0,7.0,Minor,0,6,1,3,2,2,0,2,1
2023-05-30,07:00:00,Tuesday,ROSEDALE,MUSAN,3,5,S,SRT,5500,11.2,1.0,Cloudy,7,5,1,150,0,1,1,0,Spring,0,Mild,1,0,0,2.2857142857142856,7.0,Moderate,0,6,2,2,2,1,0,1,2
2023-05-31,23:00:00,Wednesday,ROSEDALE,TUSC,2,4,N,SHP,5628,19.8,3.1,Clear,23,5,2,151,0,0,0,0,Spring,0,Mild,1,0,0,2.4285714285714284,7.0,Minor,0,6,4,1,1,0,0,1,1
2023-06-08,03:00:00,Thursday,ROSEDALE,TUSC,1,2,S,SRT,5785,19.5,0.0,Clear,3,6,3,159,0,0,0,0,Summer,0,Mild,0,0,0,2.0,7.0,Minor,0,6,4,2,2,0,1,1,1
2023-06-17,03:00:00,Saturday,ROSEDALE,MUSAN,1,1,E,SHP,5461,14.9,0.0,Clear,3,6,5,168,1,0,0,0,Summer,0,Mild,0,0,0,2.0,7.0,Minor,0,6,2,0,1,0,1,1,1
2023-06-19,01:00:00,Monday,ROSEDALE,TUSC,11,16,E,BD,5503,19.3,0.0,Clear,1,6,0,170,0,0,0,0,Summer,0,Mild,0,0,0,2.857142857142857,7.0,Severe,1,6,4,0,0,0,1,1,3
2023-06-19,09:00:00,Monday,ROSEDALE,PUSC,7,11,E,BD,5649,19.3,0.0,Clear,9,6,0,170,0,1,1,0,Summer,0,Mild,0,0,0,3.7142857142857144,7.0,Major,1,6,3,0,0,0,1,1,0
2023-06-20,12:00:00,Tuesday,ROSEDALE,TUSC,7,11,N,YU,5551,20.9,0.0,Clear,12,6,1,171,0,0,0,0,Summer,0,Warm,0,0,0,4.571428571428571,7.0,Major,1,6,4,1,3,0,1,2,0
2023-06-25,09:00:00,Sunday,ROSEDALE,EUNT,5,8,W,BD,5807,8.5,1.7,Rain,9,6,6,176,1,1,1,0,Summer,0,Cool,1,0,0,4.857142857142857,7.0,Moderate,0,6,0,3,0,2,1,0,2
